,long,lat,group,order,region,State
93267,-82.74287415,27.70937538,1501,93267,USA,NA
93268,-82.77529144,27.734375,1501,93268,USA,NA
93269,-82.80756378,27.77656174,1501,93269,USA,NA
93270,-82.84350586,27.84599686,1501,93270,USA,NA
93271,-82.74853516,28.23681641,1501,93271,USA,NA
93272,-82.66064453,28.48583984,1501,93272,USA,NA
93273,-82.65058136,28.76992226,1501,93273,USA,NA
93274,-82.64404297,28.81201172,1501,93274,USA,NA
93275,-82.65146637,28.88749886,1501,93275,USA,NA
93276,-82.76934052,29.05156326,1501,93276,USA,NA
93277,-83.29047394,29.4519062,1501,93277,USA,NA
93278,-83.69438171,29.9259758,1501,93278,USA,NA
93279,-84.04424286,30.10380936,1501,93279,USA,NA
93280,-84.30966949,30.06474686,1501,93280,USA,NA
93281,-84.35561371,30.02900505,1501,93281,USA,NA
93282,-84.37534332,29.98227692,1501,93282,USA,NA
93283,-84.35868835,29.92939377,1501,93283,USA,NA
93284,-84.3828125,29.90737343,1501,93284,USA,NA
93285,-84.45405579,29.91015625,1501,93285,USA,NA
93286,-84.54999542,29.89785194,1501,93286,USA,NA
93287,-84.80053711,29.77304649,1501,93287,USA,NA
93288,-84.88891602,29.77763748,1501,93288,USA,NA
93289,-84.9691925,29.74531364,1501,93289,USA,NA
93290,-85.02929688,29.72109413,1501,93290,USA,NA
93291,-85.18603516,29.70791054,1501,93291,USA,NA
93292,-85.31894684,29.68022537,1501,93292,USA,NA
93293,-85.37636566,29.69521332,1501,93293,USA,NA
93294,-85.41381836,29.76758003,1501,93294,USA,NA
93295,-85.41381836,29.84247971,1501,93295,USA,NA
93296,-85.38345337,29.78505898,1501,93296,USA,NA
93297,-85.33642578,29.74013519,1501,93297,USA,NA
93298,-85.31489563,29.75810623,1501,93298,USA,NA
93299,-85.30683899,29.79785156,1501,93299,USA,NA
93300,-85.35361481,29.87573242,1501,93300,USA,NA
93301,-85.50429535,29.97578049,1501,93301,USA,NA
93302,-85.67578125,30.12192345,1501,93302,USA,NA
93303,-85.62348175,30.11709023,1501,93303,USA,NA
93304,-85.61025238,30.14838982,1501,93304,USA,NA
93305,-85.66342926,30.18945313,1501,93305,USA,NA
93306,-85.64096832,30.23691368,1501,93306,USA,NA
93307,-85.60351563,30.28676605,1501,93307,USA,NA
93308,-85.67588043,30.27929688,1501,93308,USA,NA
93309,-85.74082184,30.24438477,1501,93309,USA,NA
93310,-85.74297333,30.20126915,1501,93310,USA,NA
93311,-85.7558136,30.16699219,1501,93311,USA,NA
93312,-85.79077148,30.17197227,1501,93312,USA,NA
93313,-85.85565948,30.21440315,1501,93313,USA,NA
93314,-86.17514801,30.33251762,1501,93314,USA,NA
93315,-86.45444489,30.39912033,1501,93315,USA,NA
93316,-86.24008942,30.42910004,1501,93316,USA,NA
93317,-86.1238327,30.4058094,1501,93317,USA,NA
93318,-86.13769531,30.44155121,1501,93318,USA,NA
93319,-86.1656723,30.46425819,1501,93319,USA,NA
93320,-86.25737,30.4930172,1501,93320,USA,NA
93321,-86.3741684,30.48207855,1501,93321,USA,NA
93322,-86.44795227,30.49560547,1501,93322,USA,NA
93323,-86.52339172,30.46709061,1501,93323,USA,NA
93324,-86.60605621,30.42470551,1501,93324,USA,NA
93325,-86.67963409,30.40287971,1501,93325,USA,NA
93326,-86.96762085,30.37236214,1501,93326,USA,NA
93327,-87.20117188,30.33925629,1501,93327,USA,NA
93328,-87.16371918,30.37421989,1501,93328,USA,NA
93329,-87.1237793,30.39668083,1501,93329,USA,NA
93330,-86.98579407,30.43085861,1501,93330,USA,NA
93331,-86.9651413,30.50190353,1501,93331,USA,NA
93332,-86.99755859,30.57031059,1501,93332,USA,NA
93333,-87.03388214,30.55390549,1501,93333,USA,NA
93334,-87.07202148,30.50043869,1501,93334,USA,NA
93335,-87.1187973,30.53896332,1501,93335,USA,NA
93336,-87.17060089,30.53876877,1501,93336,USA,NA
93337,-87.18466949,30.45371056,1501,93337,USA,NA
93338,-87.25107574,30.39668083,1501,93338,USA,NA
93339,-87.28105164,30.33925629,1501,93339,USA,NA
93340,-87.4757843,30.29428673,1501,93340,USA,NA
93341,-87.50073242,30.30927849,1501,93341,USA,NA
93342,-87.44374847,30.36381721,1501,93342,USA,NA
93343,-87.44828796,30.39414024,1501,93343,USA,NA
93344,-87.51328278,30.36811447,1501,93344,USA,NA
93345,-87.62226105,30.26474571,1501,93345,USA,NA
93346,-88.00595856,30.23090935,1501,93346,USA,NA
93347,-87.98500824,30.25439453,1501,93347,USA,NA
93348,-87.90399933,30.25908279,1501,93348,USA,NA
93349,-87.7902832,30.29179764,1501,93349,USA,NA
93350,-87.81328583,30.34687614,1501,93350,USA,NA
93351,-87.85712433,30.40742111,1501,93351,USA,NA
93352,-87.8976059,30.41415977,1501,93352,USA,NA
93353,-87.92431641,30.44965935,1501,93353,USA,NA
93354,-87.92299652,30.56152344,1501,93354,USA,NA
93355,-87.94887543,30.62690353,1501,93355,USA,NA
93356,-88.01132202,30.69419098,1501,93356,USA,NA
93357,-88.03242493,30.68125153,1501,93357,USA,NA
93358,-88.07836914,30.56620979,1501,93358,USA,NA
93359,-88.11655426,30.41533089,1501,93359,USA,NA
93360,-88.13545227,30.36660194,1501,93360,USA,NA
93361,-88.2492218,30.36318207,1501,93361,USA,NA
93362,-88.34990692,30.37348557,1501,93362,USA,NA
93363,-88.6920929,30.35537148,1501,93363,USA,NA
93364,-88.8199234,30.40649223,1501,93364,USA,NA
93365,-88.87294769,30.41630745,1501,93365,USA,NA
93366,-88.90522766,30.41513634,1501,93366,USA,NA
93367,-89.05405426,30.36826134,1501,93367,USA,NA
93368,-89.22363281,30.33237076,1501,93368,USA,NA
93369,-89.26357269,30.34365082,1501,93369,USA,NA
93370,-89.32055664,30.34531212,1501,93370,USA,NA
93371,-89.44350433,30.22314262,1501,93371,USA,NA
93372,-89.58847809,30.16596794,1501,93372,USA,NA
93373,-89.95424652,30.26875114,1501,93373,USA,NA
93374,-90.04521179,30.35141754,1501,93374,USA,NA
93375,-90.12597656,30.36909103,1501,93375,USA,NA
93376,-90.22529602,30.37929535,1501,93376,USA,NA
93377,-90.33198547,30.27758598,1501,93377,USA,NA
93378,-90.41304016,30.14033127,1501,93378,USA,NA
93379,-90.28495789,30.06508827,1501,93379,USA,NA
93380,-90.17533875,30.02910042,1501,93380,USA,NA
93381,-89.9941864,30.05927658,1501,93381,USA,NA
93382,-89.89404297,30.12587738,1501,93382,USA,NA
93383,-89.81225586,30.12368202,1501,93383,USA,NA
93384,-89.77314758,30.13720512,1501,93384,USA,NA
93385,-89.73744965,30.17197227,1501,93385,USA,NA
93386,-89.66752625,30.14453125,1501,93386,USA,NA
93387,-89.66503906,30.11703873,1501,93387,USA,NA
93388,-89.71469879,30.07831955,1501,93388,USA,NA
93389,-89.7772522,30.0457058,1501,93389,USA,NA
93390,-89.81518555,30.00727463,1501,93390,USA,NA
93391,-89.7437973,29.92983437,1501,93391,USA,NA
93392,-89.63169098,29.90380859,1501,93392,USA,NA
93393,-89.58950043,29.91504097,1501,93393,USA,NA
93394,-89.56337738,30.0021019,1501,93394,USA,NA
93395,-89.49443054,30.05815315,1501,93395,USA,NA
93396,-89.40073395,30.04604721,1501,93396,USA,NA
93397,-89.4140625,30.01088905,1501,93397,USA,NA
93398,-89.40092468,29.97768593,1501,93398,USA,NA
93399,-89.35786438,29.92099571,1501,93399,USA,NA
93400,-89.36279297,29.83979607,1501,93400,USA,NA
93401,-89.35443878,29.82021332,1501,93401,USA,NA
93402,-89.45542145,29.78437424,1501,93402,USA,NA
93403,-89.53066254,29.7722168,1501,93403,USA,NA
93404,-89.59086609,29.72529411,1501,93404,USA,NA
93405,-89.55932617,29.69804764,1501,93405,USA,NA
93406,-89.62065125,29.67412186,1501,93406,USA,NA
93407,-89.66210938,29.68369102,1501,93407,USA,NA
93408,-89.68296051,29.67485237,1501,93408,USA,NA
93409,-89.68920898,29.64604378,1501,93409,USA,NA
93410,-89.72090149,29.61928558,1501,93410,USA,NA
93411,-89.67480469,29.5386734,1501,93411,USA,NA
93412,-89.58032227,29.4860363,1501,93412,USA,NA
93413,-89.51367188,29.42007065,1501,93413,USA,NA
93414,-89.24570465,29.33320427,1501,93414,USA,NA
93415,-89.18076324,29.33569336,1501,93415,USA,NA
93416,-89.11684418,29.24824333,1501,93416,USA,NA
93417,-89.06533051,29.21816254,1501,93417,USA,NA
93418,-89.01572418,29.20288086,1501,93418,USA,NA
93419,-89.02138519,29.14272308,1501,93419,USA,NA
93420,-89.10951996,29.0986824,1501,93420,USA,NA
93421,-89.13334656,29.04614067,1501,93421,USA,NA
93422,-89.15551758,29.01659966,1501,93422,USA,NA
93423,-89.19525909,29.05400276,1501,93423,USA,NA
93424,-89.23608398,29.08110428,1501,93424,USA,NA
93425,-89.33056641,28.99868202,1501,93425,USA,NA
93426,-89.37612915,28.98134613,1501,93426,USA,NA
93427,-89.35351563,29.07021332,1501,93427,USA,NA
93428,-89.38920593,29.10503006,1501,93428,USA,NA
93429,-89.44316101,29.19414139,1501,93429,USA,NA
93430,-89.52178192,29.24926758,1501,93430,USA,NA
93431,-89.57714844,29.26752853,1501,93431,USA,NA
93432,-89.62026215,29.30239296,1501,93432,USA,NA
93433,-89.67246246,29.31650352,1501,93433,USA,NA
93434,-89.71699524,29.31289101,1501,93434,USA,NA
93435,-89.79238892,29.33320427,1501,93435,USA,NA
93436,-89.79736328,29.38061523,1501,93436,USA,NA
93437,-89.81826782,29.41611099,1501,93437,USA,NA
93438,-89.87724304,29.45800781,1501,93438,USA,NA
93439,-90.15908813,29.53715706,1501,93439,USA,NA
93440,-90.16078949,29.50439453,1501,93440,USA,NA
93441,-90.14125824,29.47973442,1501,93441,USA,NA
93442,-90.1007843,29.46332932,1501,93442,USA,NA
93443,-90.05234528,29.43139839,1501,93443,USA,NA
93444,-90.05278778,29.33681679,1501,93444,USA,NA
93445,-90.07373047,29.29677773,1501,93445,USA,NA
93446,-90.0827179,29.23974609,1501,93446,USA,NA
93447,-90.10137177,29.1817894,1501,93447,USA,NA
93448,-90.13584137,29.1360836,1501,93448,USA,NA
93449,-90.21279144,29.10493279,1501,93449,USA,NA
93450,-90.24672699,29.13100624,1501,93450,USA,NA
93451,-90.30161285,29.25581169,1501,93451,USA,NA
93452,-90.3792038,29.29511833,1501,93452,USA,NA
93453,-90.50249481,29.299757,1501,93453,USA,NA
93454,-90.58622742,29.27153397,1501,93454,USA,NA
93455,-90.67749023,29.15063667,1501,93455,USA,NA
93456,-90.75102234,29.13085938,1501,93456,USA,NA
93457,-91.00273895,29.19350624,1501,93457,USA,NA
93458,-91.29013824,29.28896523,1501,93458,USA,NA
93459,-91.28271484,29.3207531,1501,93459,USA,NA
93460,-91.23750305,29.33095741,1501,93460,USA,NA
93461,-91.15077972,29.31792068,1501,93461,USA,NA
93462,-91.15537262,29.35068512,1501,93462,USA,NA
93463,-91.24398804,29.45732498,1501,93463,USA,NA
93464,-91.26025391,29.50546837,1501,93464,USA,NA
93465,-91.24882507,29.56420708,1501,93465,USA,NA
93466,-91.27773285,29.5628891,1501,93466,USA,NA
93467,-91.33096313,29.5135746,1501,93467,USA,NA
93468,-91.51420593,29.55537224,1501,93468,USA,NA
93469,-91.56478882,29.60532188,1501,93469,USA,NA
93470,-91.67246246,29.74609566,1501,93470,USA,NA
93471,-91.82441711,29.75068092,1501,93471,USA,NA
93472,-91.89316559,29.83603477,1501,93472,USA,NA
93473,-92.01733398,29.80029297,1501,93473,USA,NA
93474,-92.08022308,29.76074219,1501,93474,USA,NA
93475,-92.13549805,29.69946289,1501,93475,USA,NA
93476,-92.1139679,29.66767502,1501,93476,USA,NA
93477,-92.0588913,29.61718941,1501,93477,USA,NA
93478,-92.08403778,29.59282303,1501,93478,USA,NA
93479,-92.26084137,29.55683517,1501,93479,USA,NA
93480,-92.67128754,29.59707069,1501,93480,USA,NA
93481,-92.79131317,29.63466835,1501,93481,USA,NA
93482,-92.95239258,29.71416092,1501,93482,USA,NA
93483,-93.17568207,29.77895546,1501,93483,USA,NA
93484,-93.28320313,29.78940582,1501,93484,USA,NA
93485,-93.38848114,29.77656174,1501,93485,USA,NA
93486,-93.69482422,29.76992226,1501,93486,USA,NA
93487,-93.76591492,29.75268745,1501,93487,USA,NA
93488,-93.82646942,29.72514725,1501,93488,USA,NA
93489,-93.86572266,29.75561714,1501,93489,USA,NA
93490,-93.88388824,29.810009,1501,93490,USA,NA
93491,-93.8483429,29.81884766,1501,93491,USA,NA
93492,-93.80879211,29.85083008,1501,93492,USA,NA
93493,-93.77309418,29.9140625,1501,93493,USA,NA
93494,-93.76904297,29.9522953,1501,93494,USA,NA
93495,-93.79399872,29.97724533,1501,93495,USA,NA
93496,-93.84146118,29.97973633,1501,93496,USA,NA
93497,-93.94628906,29.814991,1501,93497,USA,NA
93498,-93.88638306,29.72265816,1501,93498,USA,NA
93499,-93.89048004,29.68935776,1501,93499,USA,NA
93500,-94.09966278,29.67041016,1501,93500,USA,NA
93501,-94.57446289,29.48452377,1501,93501,USA,NA
93502,-94.75962067,29.38427544,1501,93502,USA,NA
93503,-94.75014496,29.41801834,1501,93503,USA,NA
93504,-94.52626801,29.54794884,1501,93504,USA,NA
93505,-94.60531616,29.5678215,1501,93505,USA,NA
93506,-94.73262024,29.5353508,1501,93506,USA,NA
93507,-94.77827454,29.54785347,1501,93507,USA,NA
93508,-94.72436523,29.65527344,1501,93508,USA,NA
93509,-94.74194336,29.74999809,1501,93509,USA,NA
93510,-94.8323288,29.75258827,1501,93510,USA,NA
93511,-94.88989258,29.67695427,1501,93511,USA,NA
93512,-94.92988586,29.68017769,1501,93512,USA,NA
93513,-94.98227692,29.71259689,1501,93513,USA,NA
93514,-95.02285004,29.70234489,1501,93514,USA,NA
93515,-94.99282074,29.53095818,1501,93515,USA,NA
93516,-94.9358902,29.46044922,1501,93516,USA,NA
93517,-94.88828278,29.37055779,1501,93517,USA,NA
93518,-95.01831055,29.25947189,1501,93518,USA,NA
93519,-95.13906097,29.16781998,1501,93519,USA,NA
93520,-95.15215302,29.07924652,1501,93520,USA,NA
93521,-95.27349091,28.96386719,1501,93521,USA,NA
93522,-95.38764954,28.8984375,1501,93522,USA,NA
93523,-95.65585327,28.74462891,1501,93523,USA,NA
93524,-95.7323761,28.71171761,1501,93524,USA,NA
93525,-95.85341644,28.64033127,1501,93525,USA,NA
93526,-96.02040863,28.58681679,1501,93526,USA,NA
93527,-96.1805191,28.50185585,1501,93527,USA,NA
93528,-96.23452759,28.48896408,1501,93528,USA,NA
93529,-96.13227844,28.56088829,1501,93529,USA,NA
93530,-96.0110321,28.63193321,1501,93530,USA,NA
93531,-96.11503601,28.62221718,1501,93531,USA,NA
93532,-96.27534485,28.65512657,1501,93532,USA,NA
93533,-96.37343597,28.65703201,1501,93533,USA,NA
93534,-96.37412262,28.63110352,1501,93534,USA,NA
93535,-96.44873047,28.59448242,1501,93535,USA,NA
93536,-96.52602386,28.64828873,1501,93536,USA,NA
93537,-96.55971527,28.68447304,1501,93537,USA,NA
93538,-96.57568359,28.71572304,1501,93538,USA,NA
93539,-96.60849762,28.7232914,1501,93539,USA,NA
93540,-96.64003754,28.70878792,1501,93540,USA,NA
93541,-96.5246582,28.48871994,1501,93541,USA,NA
93542,-96.47548676,28.47920036,1501,93542,USA,NA
93543,-96.42108917,28.45732498,1501,93543,USA,NA
93544,-96.48881531,28.40605545,1501,93544,USA,NA
93545,-96.56171417,28.36713791,1501,93545,USA,NA
93546,-96.67636871,28.34130859,1501,93546,USA,NA
93547,-96.77353668,28.42163086,1501,93547,USA,NA
93548,-96.79457855,28.32085037,1501,93548,USA,NA
93549,-96.80688477,28.22021484,1501,93549,USA,NA
93550,-96.83950043,28.19438362,1501,93550,USA,NA
93551,-96.89160156,28.15756989,1501,93551,USA,NA
93552,-96.91986847,28.18535042,1501,93552,USA,NA
93553,-96.93330383,28.22426796,1501,93553,USA,NA
93554,-96.96665192,28.18955231,1501,93554,USA,NA
93555,-97.01548004,28.16347504,1501,93555,USA,NA
93556,-97.09604645,28.15825272,1501,93556,USA,NA
93557,-97.15649414,28.1443367,1501,93557,USA,NA
93558,-97.15507507,28.10263824,1501,93558,USA,NA
93559,-97.14125824,28.06074333,1501,93559,USA,NA
93560,-97.03432465,28.09384727,1501,93560,USA,NA
93561,-97.07309723,27.98608398,1501,93561,USA,NA
93562,-97.1714325,27.87959099,1501,93562,USA,NA
93563,-97.2515564,27.8544445,1501,93563,USA,NA
93564,-97.37412262,27.87001991,1501,93564,USA,NA
93565,-97.40438843,27.85932541,1501,93565,USA,NA
93566,-97.43149567,27.83720779,1501,93566,USA,NA
93567,-97.28871918,27.67060661,1501,93567,USA,NA
93568,-97.38046265,27.41933441,1501,93568,USA,NA
93569,-97.4391098,27.32827187,1501,93569,USA,NA
93570,-97.4797821,27.31660271,1501,93570,USA,NA
93571,-97.52388,27.31396484,1501,93571,USA,NA
93572,-97.68212891,27.39492226,1501,93572,USA,NA
93573,-97.76845551,27.45751953,1501,93573,USA,NA
93574,-97.69238281,27.28715706,1501,93574,USA,NA
93575,-97.48510742,27.23740196,1501,93575,USA,NA
93576,-97.47451019,27.17294884,1501,93576,USA,NA
93577,-97.47568512,27.11787033,1501,93577,USA,NA
93578,-97.51650238,27.05322266,1501,93578,USA,NA
93579,-97.5546875,26.96733284,1501,93579,USA,NA
93580,-97.52651215,26.90752029,1501,93580,USA,NA
93581,-97.4937973,26.75961876,1501,93581,USA,NA
93582,-97.46582031,26.69174767,1501,93582,USA,NA
93583,-97.43505859,26.48583984,1501,93583,USA,NA
93584,-97.40234375,26.39653397,1501,93584,USA,NA
93585,-97.21392059,26.06787109,1501,93585,USA,NA
93586,-97.15039063,26.06533241,1501,93586,USA,NA
93587,-97.14019012,26.02973747,1501,93587,USA,NA
93588,-97.14624023,25.96147346,1501,93588,USA,NA
93589,-97.28179169,25.9416008,1501,93589,USA,NA
93590,-97.33866882,25.9111824,1501,93590,USA,NA
93591,-97.34975433,25.88476563,1501,93591,USA,NA
93592,-97.3581543,25.87050819,1501,93592,USA,NA
93593,-97.37563324,25.87182617,1501,93593,USA,NA
93594,-97.44028473,25.89082146,1501,93594,USA,NA
93595,-97.58725739,25.98417854,1501,93595,USA,NA
93596,-97.80141449,26.04204178,1501,93596,USA,NA
93597,-98.08281708,26.06445313,1501,93597,USA,NA
93598,-98.2750473,26.11118126,1501,93598,USA,NA
93599,-98.37812805,26.18237305,1501,93599,USA,NA
93600,-98.48589325,26.22456169,1501,93600,USA,NA
93601,-98.59828949,26.23784256,1501,93601,USA,NA
93602,-98.69140625,26.27646446,1501,93602,USA,NA
93603,-98.76522827,26.34042931,1501,93603,USA,NA
93604,-98.87319946,26.38125038,1501,93604,USA,NA
93605,-99.01528168,26.39897537,1501,93605,USA,NA
93606,-99.1077652,26.44692421,1501,93606,USA,NA
93607,-99.17207336,26.56415939,1501,93607,USA,NA
93608,-99.17236328,26.56591797,1501,93608,USA,NA
93609,-99.22992706,26.7619133,1501,93609,USA,NA
93610,-99.30243683,26.88471794,1501,93610,USA,NA
93611,-99.44355011,27.03667068,1501,93611,USA,NA
93612,-99.45649719,27.05664063,1501,93612,USA,NA
93613,-99.45654297,27.05669022,1501,93613,USA,NA
93614,-99.4577179,27.08168983,1501,93614,USA,NA
93615,-99.44023132,27.17011642,1501,93615,USA,NA
93616,-99.45513153,27.23369026,1501,93616,USA,NA
93617,-99.49980164,27.28549767,1501,93617,USA,NA
93618,-99.51005554,27.34033203,1501,93618,USA,NA
93619,-99.48583984,27.39804649,1501,93619,USA,NA
93620,-99.48428345,27.46738434,1501,93620,USA,NA
93621,-99.50532532,27.54833984,1501,93621,USA,NA
93622,-99.59531403,27.63588715,1501,93622,USA,NA
93623,-99.75424957,27.72993088,1501,93623,USA,NA
93624,-99.88964844,27.86728477,1501,93624,USA,NA
93625,-100.0014114,28.04785156,1501,93625,USA,NA
93626,-100.1119614,28.17294884,1501,93626,USA,NA
93627,-100.2212906,28.2426281,1501,93627,USA,NA
93628,-100.296051,28.32768631,1501,93628,USA,NA
93629,-100.3362808,28.42812538,1501,93629,USA,NA
93630,-100.3481445,28.4864254,1501,93630,USA,NA
93631,-100.3317337,28.50253868,1501,93631,USA,NA
93632,-100.3989258,28.61420822,1501,93632,USA,NA
93633,-100.5497055,28.82133865,1501,93633,USA,NA
93634,-100.6363297,28.97280121,1501,93634,USA,NA
93635,-100.6586456,29.06855392,1501,93635,USA,NA
93636,-100.7545929,29.18251991,1501,93636,USA,NA
93637,-100.924118,29.31469727,1501,93637,USA,NA
93638,-101.016304,29.40068245,1501,93638,USA,NA
93639,-101.03862,29.46030235,1501,93639,USA,NA
93640,-101.0389709,29.46040154,1501,93640,USA,NA
93641,-101.3035126,29.63408089,1501,93641,USA,NA
93642,-101.3803711,29.74257851,1501,93642,USA,NA
93643,-101.4403763,29.77685547,1501,93643,USA,NA
93644,-101.5092773,29.77314377,1501,93644,USA,NA
93645,-101.5446243,29.78354454,1501,93645,USA,NA
93646,-101.5463867,29.80805588,1501,93646,USA,NA
93647,-101.5687027,29.8092308,1501,93647,USA,NA
93648,-101.6116257,29.78696442,1501,93648,USA,NA
93649,-101.7523499,29.7824688,1501,93649,USA,NA
93650,-101.990921,29.79570389,1501,93650,USA,NA
93651,-102.1630859,29.825243,1501,93651,USA,NA
93652,-102.2689514,29.87119102,1501,93652,USA,NA
93653,-102.343071,29.86499214,1501,93653,USA,NA
93654,-102.385643,29.80664253,1501,93654,USA,NA
93655,-102.4762726,29.76909256,1501,93655,USA,NA
93656,-102.6149368,29.75234413,1501,93656,USA,NA
93657,-102.7341766,29.64394569,1501,93657,USA,NA
93658,-102.8339844,29.44394493,1501,93658,USA,NA
93659,-102.8778305,29.31533241,1501,93659,USA,NA
93660,-102.8656769,29.25800705,1501,93660,USA,NA
93661,-102.8919907,29.21640778,1501,93661,USA,NA
93662,-102.9568405,29.1903801,1501,93662,USA,NA
93663,-103.02285,29.13222504,1501,93663,USA,NA
93664,-103.0899887,29.04189682,1501,93664,USA,NA
93665,-103.1683121,28.99819374,1501,93665,USA,NA
93666,-103.2577133,29.00112343,1501,93666,USA,NA
93667,-103.4229507,29.0707016,1501,93667,USA,NA
93668,-103.6639633,29.20688629,1501,93668,USA,NA
93669,-103.8529282,29.29106522,1501,93669,USA,NA
93670,-103.9897461,29.32314682,1501,93670,USA,NA
93671,-104.1105957,29.3861351,1501,93671,USA,NA
93672,-104.2155228,29.47988129,1501,93672,USA,NA
93673,-104.3122101,29.54243279,1501,93673,USA,NA
93674,-104.4006348,29.57373238,1501,93674,USA,NA
93675,-104.5040054,29.67768478,1501,93675,USA,NA
93676,-104.6222153,29.85429573,1501,93676,USA,NA
93677,-104.6813507,29.99052811,1501,93677,USA,NA
93678,-104.6813507,30.13437462,1501,93678,USA,NA
93679,-104.8358917,30.44765472,1501,93679,USA,NA
93680,-104.9178696,30.58335114,1501,93680,USA,NA
93681,-104.9788055,30.6459446,1501,93681,USA,NA
93682,-105.0981445,30.72055435,1501,93682,USA,NA
93683,-105.2758331,30.80727386,1501,93683,USA,NA
93684,-105.5140152,30.98076057,1501,93684,USA,NA
93685,-105.8126984,31.24101639,1501,93685,USA,NA
93686,-106.0240707,31.39775467,1501,93686,USA,NA
93687,-106.1480484,31.45092773,1501,93687,USA,NA
93688,-106.2557144,31.54467964,1501,93688,USA,NA
93689,-106.3469772,31.67900467,1501,93689,USA,NA
93690,-106.4360352,31.76445389,1501,93690,USA,NA
93691,-106.4454117,31.76840782,1501,93691,USA,NA
93692,-106.4532242,31.7701664,1501,93692,USA,NA
93693,-106.6730499,31.77133942,1501,93693,USA,NA
93694,-106.892868,31.77246284,1501,93694,USA,NA
93695,-107.1126938,31.77363396,1501,93695,USA,NA
93696,-107.3325195,31.77475739,1501,93696,USA,NA
93697,-107.5523453,31.775877,1501,93697,USA,NA
93698,-107.7722168,31.77705193,1501,93698,USA,NA
93699,-107.9920425,31.77817154,1501,93699,USA,NA
93700,-108.2118149,31.77934647,1501,93700,USA,NA
93701,-108.2124939,31.66684723,1501,93701,USA,NA
93702,-108.2131882,31.55439568,1501,93702,USA,NA
93703,-108.2138138,31.44189453,1501,93703,USA,NA
93704,-108.214447,31.32944298,1501,93704,USA,NA
93705,-108.5678711,31.32880783,1501,93705,USA,NA
93706,-108.9213409,31.328125,1501,93706,USA,NA
93707,-109.2747574,31.32744217,1501,93707,USA,NA
93708,-109.6282272,31.32680511,1501,93708,USA,NA
93709,-109.981636,31.32616997,1501,93709,USA,NA
93710,-110.3351059,31.32553482,1501,93710,USA,NA
93711,-110.6885223,31.32485199,1501,93711,USA,NA
93712,-111.0419922,31.32421684,1501,93712,USA,NA
93713,-111.5162125,31.47226524,1501,93713,USA,NA
93714,-111.9904785,31.62021446,1501,93714,USA,NA
93715,-112.4647446,31.76826096,1501,93715,USA,NA
93716,-112.9389648,31.91625786,1501,93716,USA,NA
93717,-113.4131775,32.06430435,1501,93717,USA,NA
93718,-113.8874512,32.21230698,1501,93718,USA,NA
93719,-114.3617172,32.36030197,1501,93719,USA,NA
93720,-114.8359451,32.50830078,1501,93720,USA,NA
93721,-114.7879944,32.56479645,1501,93721,USA,NA
93722,-114.724762,32.71533203,1501,93722,USA,NA
93723,-114.8390579,32.7047348,1501,93723,USA,NA
93724,-115.1251984,32.68330383,1501,93724,USA,NA
93725,-115.4113693,32.66186523,1501,93725,USA,NA
93726,-115.6975021,32.64047623,1501,93726,USA,NA
93727,-115.9836884,32.61904526,1501,93727,USA,NA
93728,-116.2698212,32.59760666,1501,93728,USA,NA
93729,-116.5559616,32.57622147,1501,93729,USA,NA
93730,-116.8420944,32.55478668,1501,93730,USA,NA
93731,-117.1282806,32.53334808,1501,93731,USA,NA
93732,-117.1304626,32.53974533,1501,93732,USA,NA
93733,-117.1374054,32.64916992,1501,93733,USA,NA
93734,-117.1837387,32.68789291,1501,93734,USA,NA
93735,-117.2434616,32.66401291,1501,93735,USA,NA
93736,-117.2706985,32.80624771,1501,93736,USA,NA
93737,-117.2557526,32.8733902,1501,93737,USA,NA
93738,-117.2629852,32.93886566,1501,93738,USA,NA
93739,-117.3188553,33.10004807,1501,93739,USA,NA
93740,-117.4674377,33.29550934,1501,93740,USA,NA
93741,-117.7885284,33.53847504,1501,93741,USA,NA
93742,-117.952095,33.61962891,1501,93742,USA,NA
93743,-118.080513,33.72216797,1501,93743,USA,NA
93744,-118.1619186,33.75068283,1501,93744,USA,NA
93745,-118.2643967,33.7585907,1501,93745,USA,NA
93746,-118.2941895,33.71230316,1501,93746,USA,NA
93747,-118.4104538,33.74394608,1501,93747,USA,NA
93748,-118.3929672,33.85829926,1501,93748,USA,NA
93749,-118.5062027,34.01737976,1501,93749,USA,NA
93750,-118.5988312,34.03501129,1501,93750,USA,NA
93751,-118.8320236,34.02445984,1501,93751,USA,NA
93752,-119.1437454,34.11201096,1501,93752,USA,NA
93753,-119.2358398,34.16411209,1501,93753,USA,NA
93754,-119.2676697,34.2574234,1501,93754,USA,NA
93755,-119.4136734,34.33857346,1501,93755,USA,NA
93756,-119.6060486,34.41801834,1501,93756,USA,NA
93757,-119.7131882,34.3996582,1501,93757,USA,NA
93758,-119.8533173,34.4119606,1501,93758,USA,NA
93759,-120.0529785,34.46928787,1501,93759,USA,NA
93760,-120.1695251,34.47646713,1501,93760,USA,NA
93761,-120.3964844,34.45957184,1501,93761,USA,NA
93762,-120.4812012,34.4716301,1501,93762,USA,NA
93763,-120.5598221,34.54389572,1501,93763,USA,NA
93764,-120.6446762,34.57997894,1501,93764,USA,NA
93765,-120.6267166,34.66894531,1501,93765,USA,NA
93766,-120.6376038,34.74936676,1501,93766,USA,NA
